Id,Response
22797,8
22798,8
22799,8
22800,8
22801,8
22802,6
22803,6
22804,6
22805,5
22806,6
22807,6
22808,8
22809,8
22810,6
22811,8
22812,6
22813,8
22814,6
22815,8
22816,1
22817,8
22818,8
22819,8
22820,8
22821,8
22822,5
22823,8
22824,8
22825,6
22826,8
22827,5
22828,8
22829,5
22830,5
22831,8
22832,8
22833,8
22834,8
22835,8
22836,5
22837,8
22838,7
22839,8
22840,8
22841,8
22842,5
22843,6
22844,6
22845,8
22846,5
22847,6
22848,5
22849,7
22850,5
22851,8
22852,1
22853,5
22854,8
22855,8
22856,8
22857,8
22858,6
22859,6
22860,6
22861,5
22862,8
22863,8
22864,8
22865,8
22866,8
22867,6
22868,8
22869,6
22870,6
22871,5
22872,8
22873,8
22874,8
22875,6
22876,8
22877,4
22878,6
22879,8
22880,6
22881,5
22882,5
22883,6
22884,8
22885,6
22886,6
22887,8
22888,7
22889,8
22890,8
22891,5
22892,8
22893,8
22894,5
22895,8
22896,8
22897,6
22898,6
22899,8
22900,6
22901,1
22902,8
22903,8
22904,6
22905,8
22906,8
22907,8
22908,8
22909,8
22910,8
22911,5
22912,8
22913,8
22914,8
22915,8
22916,6
22917,6
22918,5
22919,8
22920,8
22921,8
22922,8
22923,5
22924,6
22925,6
22926,5
22927,8
22928,8
22929,6
22930,6
22931,8
22932,8
22933,5
22934,6
22935,8
22936,5
22937,5
22938,5
22939,8
22940,6
22941,8
22942,5
22943,8
22944,5
22945,8
22946,8
22947,6
22948,8
22949,5
22950,6
22951,7
22952,8
22953,8
22954,5
22955,8
22956,8
22957,7
22958,8
22959,5
22960,5
22961,7
22962,8
22963,8
22964,8
22965,8
22966,8
22967,8
22968,6
22969,7
22970,7
22971,8
22972,5
22973,8
22974,8
22975,8
22976,6
22977,8
22978,6
22979,4
22980,8
22981,7
22982,8
22983,8
22984,8
22985,6
22986,1
22987,8
22988,7
22989,8
22990,8
22991,6
22992,8
22993,8
22994,1
22995,6
22996,8
22997,6
22998,5
22999,7
23000,8
23001,5
23002,1
23003,6
23004,6
23005,4
23006,5
23007,6
23008,8
23009,8
23010,8
23011,5
23012,8
23013,8
23014,8
23015,6
23016,8
23017,6
23018,8
23019,5
23020,6
23021,5
23022,5
23023,5
23024,6
23025,5
23026,8
23027,8
23028,5
23029,8
23030,6
23031,5
23032,8
23033,1
23034,5
23035,6
23036,6
23037,8
23038,8
23039,5
23040,8
23041,6
23042,5
23043,8
23044,7
23045,6
23046,6
23047,6
23048,5
23049,6
23050,5
23051,6
23052,8
23053,5
23054,6
23055,6
23056,6
23057,8
23058,5
23059,8
23060,8
23061,8
23062,6
23063,8
23064,8
23065,6
23066,6
23067,8
23068,8
23069,7
23070,8
23071,6
23072,8
23073,6
23074,5
23075,6
23076,6
23077,6
23078,6
23079,5
23080,6
23081,8
23082,8
23083,8
23084,8
23085,8
23086,8
23087,8
23088,6
23089,8
23090,8
23091,5
23092,8
23093,6
23094,6
23095,8
23096,8
23097,8
23098,1
23099,6
23100,8
23101,5
23102,5
23103,5
23104,8
23105,5
23106,8
23107,8
23108,8
23109,7
23110,5
23111,6
23112,8
23113,8
23114,8
23115,8
23116,8
23117,8
23118,6
23119,8
23120,8
23121,6
23122,8
23123,6
23124,8
23125,8
23126,5
23127,8
23128,6
23129,7
23130,8
23131,6
23132,8
23133,5
23134,8
23135,5
23136,8
23137,8
23138,6
23139,8
23140,7
23141,8
23142,8
23143,8
23144,8
23145,8
23146,4
23147,6
23148,7
23149,6
23150,6
23151,6
23152,8
23153,8
23154,5
23155,6
23156,8
23157,8
23158,8
23159,6
23160,8
23161,8
23162,6
23163,8
23164,6
23165,8
23166,1
23167,8
23168,5
23169,6
23170,5
23171,8
23172,8
23173,8
23174,5
23175,8
23176,8
23177,8
23178,8
23179,8
23180,6
23181,8
23182,5
23183,1
23184,8
23185,8
23186,8
23187,6
23188,5
23189,8
23190,6
23191,6
23192,8
23193,6
23194,6
23195,6
23196,8
23197,8
23198,8
23199,6
23200,6
23201,5
23202,8
23203,7
23204,8
23205,6
23206,8
23207,6
23208,8
23209,8
23210,8
23211,8
23212,8
23213,1
23214,5
23215,6
23216,8
23217,5
23218,6
23219,6
23220,8
23221,8
23222,8
23223,8
23224,6
23225,6
23226,8
23227,8
23228,5
23229,6
23230,6
23231,8
23232,8
23233,8
23234,8
23235,8
23236,5
23237,8
23238,8
23239,7
23240,8
23241,8
23242,6
23243,8
23244,8
23245,5
23246,8
23247,5
23248,8
23249,8
23250,7
23251,8
23252,5
23253,8
23254,6
23255,6
23256,8
23257,7
23258,8
23259,8
23260,8
23261,8
23262,5
23263,8
23264,6
23265,8
23266,8
23267,6
23268,8
23269,6
23270,8
23271,6
23272,8
23273,8
23274,8
23275,8
23276,6
23277,8
23278,8
23279,8
23280,7
23281,5
23282,8
23283,5
23284,8
23285,5
23286,5
23287,8
23288,6
23289,4
23290,5
23291,8
23292,8
23293,6
23294,5
23295,8
23296,5
23297,8
23298,8
23299,6
23300,5
23301,8
23302,8
23303,8
23304,8
23305,8
23306,6
23307,8
23308,5
23309,8
23310,6
23311,5
23312,4
23313,8
23314,6
23315,8
23316,5
23317,8
23318,7
23319,7
23320,6
23321,8
23322,4
23323,8
23324,5
23325,7
23326,8
23327,8
23328,8
23329,8
23330,8
23331,8
23332,5
23333,6
23334,7
23335,7
23336,8
23337,8
23338,8
23339,8
23340,6
23341,8
23342,5
23343,6
23344,8
23345,8
23346,6
23347,8
23348,6
23349,8
23350,6
23351,5
23352,6
23353,5
23354,8
23355,6
23356,8
23357,8
23358,8
23359,7
23360,8
23361,8
23362,8
23363,8
23364,5
23365,8
23366,8
23367,8
23368,8
23369,6
23370,8
23371,8
23372,8
23373,8
23374,5
23375,5
23376,8
23377,8
23378,8
23379,6
23380,8
23381,8
23382,5
23383,8
23384,8
23385,8
23386,8
23387,5
23388,6
23389,8
23390,6
23391,8
23392,5
23393,8
23394,6
23395,5
23396,8
23397,8
23398,5
23399,5
23400,8
23401,6
23402,5
23403,8
23404,8
23405,6
23406,6
23407,7
23408,5
23409,4
23410,6
23411,8
23412,8
23413,7
23414,8
23415,8
23416,6
23417,8
23418,8
23419,8
23420,6
23421,8
23422,8
23423,6
23424,8
23425,8
23426,8
23427,8
23428,5
23429,6
23430,8
23431,5
23432,5
23433,5
23434,5
23435,5
23436,6
23437,6
23438,8
23439,7
23440,6
23441,6
23442,5
23443,6
23444,6
23445,8
23446,8
23447,8
23448,6
23449,8
23450,8
23451,8
23452,8
23453,6
23454,8
23455,8
23456,5
23457,8
23458,7
23459,5
23460,6
23461,5
23462,5
23463,8
23464,8
23465,5
23466,5
23467,8
23468,5
23469,5
23470,8
23471,6
23472,6
23473,6
23474,8
23475,6
23476,8
23477,6
23478,6
23479,7
23480,7
23481,8
23482,8
23483,6
23484,6
23485,8
23486,5
23487,8
23488,8
23489,5
23490,8
23491,8
23492,1
23493,5
23494,8
23495,5
23496,5
23497,8
23498,1
23499,8
23500,6
23501,8
23502,6
23503,5
23504,8
23505,5
23506,5
23507,8
23508,5
23509,8
23510,8
23511,8
23512,4
23513,8
23514,8
23515,6
23516,5
23517,1
23518,6
23519,8
23520,8
23521,8
23522,8
23523,8
23524,6
23525,6
23526,8
23527,4
23528,8
23529,8
23530,6
23531,8
23532,6
23533,8
23534,8
23535,6
23536,8
23537,6
23538,8
23539,8
23540,6
23541,6
23542,5
23543,8
23544,6
23545,5
23546,6
23547,8
23548,8
23549,8
23550,8
23551,6
23552,5
23553,6
23554,6
23555,8
23556,5
23557,6
23558,4
23559,7
23560,5
23561,5
23562,8
23563,6
23564,6
23565,5
23566,6
23567,6
23568,5
23569,6
23570,8
23571,5
23572,5
23573,7
23574,6
23575,8
23576,8
23577,6
23578,8
23579,6
23580,6
23581,5
23582,5
23583,8
23584,8
23585,6
23586,5
23587,6
23588,5
23589,5
23590,6
23591,8
23592,6
23593,8
23594,6
23595,6
23596,5
23597,5
23598,6
23599,8
23600,8
23601,8
23602,6
23603,8
23604,6
23605,6
23606,8
23607,6
23608,6
23609,8
23610,6
23611,5
23612,8
23613,8
23614,8
23615,6
23616,8
23617,6
23618,6
23619,6
23620,8
23621,6
23622,6
23623,5
23624,8
23625,6
23626,8
23627,6
23628,8
23629,6
23630,8
23631,8
23632,6
23633,8
23634,6
23635,6
23636,5
23637,8
23638,6
23639,8
23640,8
23641,8
23642,8
23643,5
23644,8
23645,1
23646,6
23647,5
23648,6
23649,8
23650,8
23651,6
23652,5
23653,5
23654,6
23655,8
23656,5
23657,8
23658,8
23659,8
23660,5
23661,8
23662,8
23663,6
23664,5
23665,6
23666,6
23667,6
23668,7
23669,5
23670,5
23671,5
23672,6
23673,6
23674,5
23675,6
23676,8
23677,8
23678,8
23679,8
23680,8
23681,6
23682,8
23683,6
23684,5
23685,5
23686,7
23687,8
23688,6
23689,6
23690,6
23691,6
23692,7
23693,6
23694,8
23695,6
23696,6
23697,5
23698,6
23699,8
23700,8
23701,7
23702,8
23703,8
23704,7
23705,5
23706,6
23707,6
23708,6
23709,8
23710,8
23711,5
23712,8
23713,5
23714,5
23715,1
23716,7
23717,8
23718,6
23719,8
23720,1
23721,7
23722,6
23723,8
23724,8
23725,6
23726,6
23727,5
23728,8
23729,8
23730,5
23731,8
23732,8
23733,7
23734,6
23735,8
23736,8
23737,8
23738,8
23739,8
23740,5
23741,8
23742,8
23743,8
23744,1
23745,8
23746,8
23747,8
23748,8
23749,8
23750,6
23751,8
23752,6
23753,6
23754,8
23755,8
23756,7
23757,7
23758,8
23759,8
23760,8
23761,8
23762,8
23763,5
23764,7
23765,8
23766,5
23767,8
23768,8
23769,5
23770,8
23771,8
23772,8
23773,5
23774,6
23775,6
23776,8
23777,6
23778,8
23779,8
23780,5
23781,5
23782,6
23783,5
23784,8
23785,8
23786,8
23787,8
23788,8
23789,6
23790,5
23791,8
23792,5
23793,8
23794,6
23795,6
23796,8
23797,8
23798,6
23799,5
23800,5
23801,6
23802,6
23803,5
23804,8
23805,1
23806,8
23807,8
23808,8
23809,8
23810,8
23811,8
23812,7
23813,8
23814,8
23815,8
23816,8
23817,5
23818,8
23819,5
23820,8
23821,8
23822,5
23823,8
23824,8
23825,6
23826,8
23827,8
23828,8
23829,6
23830,8
23831,6
23832,8
23833,8
23834,8
23835,5
23836,6
23837,6
23838,6
23839,8
23840,5
23841,5
23842,8
23843,8
23844,5
23845,8
23846,8
23847,6
23848,8
23849,5
23850,1
23851,8
23852,8
23853,8
23854,8
23855,8
23856,8
23857,8
23858,8
23859,7
23860,8
23861,8
23862,5
23863,8
23864,6
23865,8
23866,8
23867,5
23868,6
23869,8
23870,8
23871,6
23872,5
23873,5
23874,8
23875,6
23876,8
23877,5
23878,8
23879,8
23880,8
23881,6
23882,6
23883,5
23884,6
23885,5
23886,6
23887,8
23888,8
23889,5
23890,8
23891,6
23892,8
23893,1
23894,8
23895,7
23896,8
23897,6
23898,8
23899,8
23900,8
23901,8
23902,8
23903,6
23904,8
23905,8
23906,5
23907,8
23908,6
23909,8
23910,8
23911,6
23912,8
23913,7
23914,6
23915,5
23916,8
23917,5
23918,8
23919,8
23920,8
23921,6
23922,8
23923,8
23924,8
23925,8
23926,8
23927,8
23928,5
23929,8
23930,7
23931,5
23932,6
23933,6
23934,8
23935,8
23936,8
23937,8
23938,8
23939,6
23940,5
23941,8
23942,1
23943,5
23944,8
23945,8
23946,6
23947,8
23948,8
23949,8
23950,6
23951,8
23952,8
23953,8
23954,8
23955,8
23956,8
23957,6
23958,8
23959,8
23960,8
23961,5
23962,8
23963,8
23964,5
23965,1
23966,4
23967,8
23968,8
23969,7
23970,8
23971,8
23972,6
23973,5
23974,5
23975,5
23976,8
23977,8
23978,8
23979,8
23980,6
23981,6
23982,8
23983,6
23984,7
23985,6
23986,5
23987,8
23988,8
23989,6
23990,5
23991,8
23992,8
23993,6
23994,8
23995,5
23996,5
23997,8
23998,8
23999,6
24000,8
24001,8
24002,1
24003,6
24004,8
24005,8
24006,6
24007,5
24008,8
24009,6
24010,8
24011,6
24012,8
24013,6
24014,8
24015,8
24016,8
24017,8
24018,8
24019,8
24020,5
24021,8
24022,6
24023,8
24024,6
24025,8
24026,8
24027,7
24028,8
24029,8
24030,8
24031,8
24032,8
24033,8
24034,5
24035,8
24036,8
24037,5
24038,8
24039,8
24040,5
24041,5
24042,5
24043,6
24044,8
24045,8
24046,6
24047,8
24048,6
24049,8
24050,6
24051,5
24052,8
24053,8
24054,8
24055,6
24056,8
24057,8
24058,5
24059,8
24060,8
24061,8
24062,6
24063,6
24064,8
24065,6
24066,8
24067,8
24068,6
24069,6
24070,5
24071,8
24072,6
24073,5
24074,8
24075,6
24076,5
24077,6
24078,5
24079,5
24080,5
24081,8
24082,6
24083,8
24084,6
24085,5
24086,8
24087,8
24088,6
24089,6
24090,6
24091,5
24092,8
24093,5
24094,8
24095,5
24096,6
24097,5
24098,8
24099,8
24100,8
24101,5
24102,6
24103,5
24104,8
24105,8
24106,6
24107,6
24108,8
24109,5
24110,8
24111,8
24112,6
24113,1
24114,6
24115,8
24116,6
24117,8
24118,8
24119,6
24120,8
24121,6
24122,5
24123,8
24124,6
24125,5
24126,8
24127,5
24128,8
24129,5
24130,8
24131,5
24132,8
24133,8
24134,6
24135,6
24136,5
24137,6
24138,8
24139,8
24140,8
24141,5
24142,8
24143,7
24144,6
24145,5
24146,8
24147,8
24148,6
24149,8
24150,8
24151,8
24152,8
24153,8
24154,5
24155,6
24156,8
24157,4
24158,6
24159,8
24160,5
24161,8
24162,8
24163,5
24164,7
24165,1
24166,5
24167,8
24168,6
24169,6
24170,8
24171,6
24172,5
24173,5
24174,1
24175,5
24176,8
24177,8
24178,5
24179,6
24180,8
24181,5
24182,8
24183,8
24184,6
24185,6
24186,6
24187,8
24188,6
24189,8
24190,8
24191,8
24192,8
24193,8
24194,4
24195,5
24196,6
24197,8
24198,7
24199,8
24200,8
24201,6
24202,8
24203,5
24204,6
24205,8
24206,6
24207,6
24208,8
24209,8
24210,6
24211,8
24212,8
24213,8
24214,5
24215,8
24216,6
24217,5
24218,8
24219,8
24220,8
24221,6
24222,8
24223,8
24224,8
24225,8
24226,5
24227,5
24228,6
24229,5
24230,6
24231,8
24232,8
24233,8
24234,5
24235,7
24236,8
24237,8
24238,8
24239,8
24240,5
24241,8
24242,6
24243,8
24244,6
24245,5
24246,8
24247,8
24248,1
24249,6
24250,8
24251,6
24252,5
24253,6
24254,6
24255,8
24256,6
24257,8
24258,8
24259,8
24260,8
24261,8
24262,5
24263,8
24264,6
24265,6
24266,6
24267,8
24268,8
24269,8
24270,8
24271,8
24272,8
24273,8
24274,1
24275,8
24276,8
24277,6
24278,8
24279,8
24280,6
24281,8
24282,8
24283,8
24284,6
24285,8
24286,5
24287,8
24288,8
24289,5
24290,7
24291,8
24292,8
24293,8
24294,8
24295,8
24296,6
24297,5
24298,6
24299,6
24300,6
24301,8
24302,8
24303,8
24304,8
24305,8
24306,4
24307,8
24308,5
24309,8
24310,8
24311,5
24312,8
24313,8
24314,5
24315,8
24316,8
24317,8
24318,8
24319,6
24320,8
24321,8
24322,1
24323,8
24324,6
24325,5
24326,6
24327,8
24328,8
24329,4
24330,5
24331,8
24332,8
24333,8
24334,1
24335,5
24336,5
24337,8
24338,8
24339,8
24340,8
24341,5
24342,8
24343,6
24344,6
24345,5
24346,8
24347,6
24348,6
24349,8
24350,8
24351,8
24352,8
24353,8
24354,8
24355,6
24356,8
24357,5
24358,8
24359,8
24360,8
24361,8
24362,6
24363,5
24364,8
24365,8
24366,8
24367,8
24368,8
24369,8
24370,6
24371,6
24372,5
24373,8
24374,8
24375,6
24376,6
24377,7
24378,6
24379,4
24380,8
24381,6
24382,6
24383,8
24384,1
24385,6
24386,5
24387,6
24388,8
24389,5
24390,8
24391,8
24392,8
24393,8
24394,8
24395,8
24396,5
24397,6
24398,8
24399,8
24400,6
24401,8
24402,8
24403,1
24404,8
24405,8
24406,6
24407,8
24408,8
24409,8
24410,7
24411,8
24412,8
24413,8
24414,8
24415,5
24416,6
24417,8
24418,5
24419,6
24420,8
24421,6
24422,6
24423,8
24424,5
24425,8
24426,8
24427,8
24428,8
24429,8
24430,8
24431,8
24432,8
24433,8
24434,8
24435,6
24436,6
24437,8
24438,6
24439,8
24440,5
24441,6
24442,8
24443,8
24444,7
24445,8
24446,1
24447,6
24448,8
24449,8
24450,6
24451,8
24452,6
24453,5
24454,6
24455,5
24456,6
24457,6
24458,6
24459,6
24460,8
24461,8
24462,6
24463,6
24464,8
24465,8
24466,8
24467,8
24468,6
24469,6
24470,8
24471,8
24472,8
24473,6
24474,6
24475,8
24476,8
24477,6
24478,8
24479,8
24480,5
24481,6
24482,8
24483,7
24484,8
24485,4
24486,8
24487,6
24488,5
24489,5
24490,8
24491,6
24492,5
24493,8
24494,7
24495,6
24496,5
24497,6
24498,6
24499,8
24500,5
24501,8
24502,8
24503,8
24504,5
24505,8
24506,8
24507,8
24508,7
24509,8
24510,8
24511,8
24512,5
24513,6
24514,8
24515,6
24516,8
24517,1
24518,8
24519,6
24520,6
24521,6
24522,8
24523,5
24524,5
24525,5
24526,6
24527,6
24528,5
24529,5
24530,6
24531,8
24532,8
24533,6
24534,8
24535,8
24536,5
24537,7
24538,8
24539,8
24540,5
24541,8
24542,5
24543,8
24544,8
24545,8
24546,5
24547,7
24548,5
24549,8
24550,6
24551,8
24552,8
24553,5
24554,5
24555,6
24556,8
24557,6
24558,6
24559,8
24560,8
24561,5
24562,6
24563,8
24564,8
24565,6
24566,8
24567,8
24568,8
24569,6
24570,8
24571,6
24572,5
24573,6
24574,8
24575,8
24576,7
24577,6
24578,8
24579,8
24580,8
24581,5
24582,8
24583,8
24584,6
24585,8
24586,8
24587,7
24588,8
24589,6
24590,8
24591,8
24592,5
24593,8
24594,1
24595,8
24596,8
24597,8
24598,8
24599,8
24600,7
24601,5
24602,6
24603,8
24604,8
24605,6
24606,8
24607,6
24608,8
24609,6
24610,8
24611,6
24612,6
24613,8
24614,8
24615,6
24616,5
24617,6
24618,6
24619,8
24620,6
24621,5
24622,7
24623,5
24624,6
24625,6
24626,8
24627,8
24628,6
24629,8
24630,6
24631,6
24632,4
24633,5
24634,8
24635,7
24636,8
24637,8
24638,8
24639,8
24640,5
24641,7
24642,8
24643,5
24644,8
24645,8
24646,8
24647,8
24648,8
24649,8
24650,5
24651,8
24652,8
24653,8
24654,8
24655,6
24656,6
24657,8
24658,8
24659,6
24660,5
24661,6
24662,8
24663,8
24664,8
24665,8
24666,8
24667,5
24668,5
24669,8
24670,5
24671,8
24672,6
24673,5
24674,7
24675,5
24676,6
24677,8
24678,6
24679,8
24680,6
24681,6
24682,5
24683,8
24684,6
24685,8
24686,8
24687,5
24688,8
24689,8
24690,8
24691,8
24692,8
24693,6
24694,5
24695,6
24696,8
24697,5
24698,7
24699,6
24700,6
24701,7
24702,5
24703,8
24704,5
24705,8
24706,5
24707,5
24708,8
24709,5
24710,6
24711,8
24712,8
24713,8
24714,8
24715,6
24716,6
24717,6
24718,8
24719,1
24720,8
24721,5
24722,6
24723,6
24724,6
24725,8
24726,6
24727,8
24728,8
24729,6
24730,8
24731,8
24732,8
24733,6
24734,5
24735,8
24736,7
24737,8
24738,8
24739,8
24740,8
24741,8
24742,7
24743,8
24744,6
24745,8
24746,8
24747,5
24748,8
24749,6
24750,6
24751,8
24752,6
24753,8
24754,8
24755,7
24756,7
24757,1
24758,5
24759,5
24760,6
24761,8
24762,8
24763,8
24764,8
24765,8
24766,6
24767,8
24768,6
24769,7
24770,1
24771,8
24772,8
24773,8
24774,5
24775,6
24776,8
24777,8
24778,8
24779,8
24780,8
24781,6
24782,6
24783,8
24784,6
24785,5
24786,5
24787,6
24788,6
24789,8
24790,8
24791,8
24792,5
24793,6
24794,1
24795,8
24796,7
24797,8
24798,5
24799,6
24800,7
24801,8
24802,6
24803,6
24804,7
24805,8
24806,7
24807,8
24808,8
24809,5
24810,6
24811,5
24812,6
24813,8
24814,8
24815,6
24816,6
24817,8
24818,8
24819,6
24820,8
24821,5
24822,5
24823,8
24824,5
24825,6
24826,4
24827,8
24828,8
24829,8
24830,5
24831,5
24832,5
24833,8
24834,8
24835,6
24836,5
24837,8
24838,8
24839,5
24840,5
24841,6
24842,8
24843,8
24844,8
24845,6
24846,6
24847,8
24848,6
24849,6
24850,8
24851,8
24852,6
24853,8
24854,8
24855,6
24856,8
24857,5
24858,8
24859,8
24860,6
24861,8
24862,8
24863,6
24864,8
24865,6
24866,5
24867,8
24868,6
24869,8
24870,6
24871,8
24872,8
24873,7
24874,8
24875,8
24876,8
24877,6
24878,8
24879,6
24880,8
24881,8
24882,8
24883,1
24884,8
24885,6
24886,8
24887,6
24888,8
24889,5
24890,8
24891,6
24892,6
24893,5
24894,6
24895,8
24896,1
24897,8
24898,6
24899,8
24900,5
24901,6
24902,5
24903,8
24904,5
24905,6
24906,8
24907,5
24908,6
24909,8
24910,6
24911,8
24912,8
24913,5
24914,8
24915,6
24916,8
24917,8
24918,6
24919,8
24920,8
24921,8
24922,8
24923,8
24924,4
24925,8
24926,8
24927,6
24928,6
24929,6
24930,8
24931,8
24932,5
24933,1
24934,8
24935,6
24936,6
24937,5
24938,5
24939,8
24940,8
24941,1
24942,8
24943,8
24944,8
24945,8
24946,8
24947,6
24948,8
24949,8
24950,8
24951,5
24952,7
24953,6
24954,7
24955,8
24956,8
24957,8
24958,5
24959,8
24960,8
24961,6
24962,6
24963,6
24964,8
24965,8
24966,6
24967,4
24968,5
24969,8
24970,8
24971,6
24972,1
24973,1
24974,6
24975,7
24976,8
24977,5
24978,5
24979,8
24980,8
24981,6
24982,6
24983,5
24984,8
24985,5
24986,5
24987,1
24988,1
24989,5
24990,8
24991,6
24992,1
24993,6
24994,6
24995,5
24996,8
24997,5
24998,8
24999,6
25000,8
25001,8
25002,8
25003,8
25004,6
25005,8
25006,6
25007,6
25008,6
25009,5
25010,5
25011,8
25012,5
25013,6
25014,6
25015,8
25016,8
25017,8
25018,8
25019,8
25020,8
25021,8
25022,8
25023,8
25024,5
25025,8
25026,8
25027,6
25028,5
25029,6
25030,6
25031,5
25032,8
25033,6
25034,5
25035,6
25036,6
25037,8
25038,8
25039,8
25040,8
25041,5
25042,6
25043,6
25044,8
25045,7
25046,1
25047,8
25048,8
25049,6
25050,6
25051,8
25052,8
25053,8
25054,8
25055,6
25056,8
25057,8
25058,8
25059,1
25060,7
25061,6
25062,8
25063,8
25064,6
25065,5
25066,1
25067,8
25068,5
25069,5
25070,8
25071,5
25072,8
25073,5
25074,6
25075,8
25076,6
25077,1
25078,5
25079,7
25080,1
25081,8
25082,5
25083,6
25084,8
25085,8
25086,6
25087,5
25088,8
25089,8
25090,7
25091,8
25092,8
25093,8
25094,8
25095,6
25096,6
25097,1
25098,1
25099,8
25100,7
25101,6
25102,8
25103,6
25104,6
25105,5
25106,5
25107,8
25108,8
25109,6
25110,8
25111,6
25112,5
25113,8
25114,8
25115,5
25116,8
25117,8
25118,8
25119,6
25120,8
25121,8
25122,8
25123,8
25124,6
25125,8
25126,5
25127,8
25128,8
25129,8
25130,6
25131,6
25132,8
25133,8
25134,8
25135,8
25136,8
25137,8
25138,8
25139,6
25140,5
25141,8
25142,6
25143,5
25144,1
25145,8
25146,8
25147,8
25148,6
25149,5
25150,7
25151,8
25152,7
25153,6
25154,8
25155,8
25156,8
25157,8
25158,8
25159,8
25160,6
25161,8
25162,8
25163,8
25164,8
25165,8
25166,6
25167,5
25168,1
25169,6
25170,6
25171,8
25172,6
25173,6
25174,8
25175,6
25176,8
25177,6
25178,7
25179,5
25180,8
25181,5
25182,6
25183,6
25184,6
25185,5
25186,6
25187,7
25188,6
25189,8
25190,4
25191,8
25192,6
25193,5
25194,5
25195,7
25196,6
25197,7
25198,7
25199,8
25200,6
25201,5
25202,6
25203,8
25204,8
25205,8
25206,5
25207,5
25208,8
25209,5
25210,8
25211,8
25212,8
25213,6
25214,6
25215,8
25216,8
25217,8
25218,8
25219,6
25220,5
25221,5
25222,7
25223,5
25224,6
25225,8
25226,5
25227,8
25228,6
25229,8
25230,8
25231,8
25232,5
25233,6
25234,4
25235,7
25236,8
25237,5
25238,8
25239,5
25240,8
25241,8
25242,8
25243,5
25244,6
25245,6
25246,8
25247,8
25248,6
25249,8
25250,5
25251,8
25252,6
25253,6
25254,6
25255,6
25256,8
25257,6
25258,5
25259,8
25260,6
25261,8
25262,6
25263,8
25264,4
25265,8
25266,8
25267,5
25268,8
25269,5
25270,8
25271,5
25272,6
25273,6
25274,8
25275,8
25276,5
25277,8
25278,8
25279,7
25280,6
25281,6
25282,8
25283,8
25284,7
25285,8
25286,8
25287,6
25288,6
25289,6
25290,6
25291,6
25292,8
25293,8
25294,6
25295,6
25296,8
25297,8
25298,7
25299,6
25300,8
25301,8
25302,5
25303,6
25304,8
25305,6
25306,7
25307,6
25308,5
25309,6
25310,6
25311,8
25312,5
25313,5
25314,8
25315,6
25316,5
25317,6
25318,8
25319,8
25320,8
25321,8
25322,8
25323,6
25324,8
25325,8
25326,8
25327,8
25328,8
25329,8
25330,8
25331,6
25332,6
25333,8
25334,8
25335,8
25336,5
25337,8
25338,8
25339,8
25340,6
25341,6
25342,5
25343,8
25344,5
25345,8
25346,8
25347,8
25348,8
25349,7
25350,8
25351,8
25352,6
25353,8
25354,5
25355,8
25356,5
25357,6
25358,8
25359,8
25360,8
25361,5
25362,5
25363,5
25364,6
25365,8
25366,8
25367,8
25368,5
25369,8
25370,8
25371,8
25372,6
25373,8
25374,6
25375,6
25376,8
25377,5
25378,8
25379,8
25380,6
25381,5
25382,5
25383,8
25384,1
25385,8
25386,5
25387,6
25388,8
25389,8
25390,8
25391,4
25392,8
25393,5
25394,6
25395,8
25396,8
25397,6
25398,8
25399,5
25400,6
25401,5
25402,8
25403,4
25404,5
25405,8
25406,6
25407,8
25408,6
25409,6
25410,8
25411,8
25412,7
25413,8
25414,5
25415,6
25416,7
25417,7
25418,8
25419,6
25420,8
25421,6
25422,6
25423,5
25424,6
25425,8
25426,6
25427,8
25428,5
25429,8
25430,5
25431,8
25432,8
25433,7
25434,5
25435,6
25436,8
25437,6
25438,6
25439,8
25440,7
25441,6
25442,8
25443,1
25444,5
25445,5
25446,8
25447,8
25448,8
25449,6
25450,8
25451,5
25452,5
25453,8
25454,5
25455,8
25456,8
25457,6
25458,6
25459,6
25460,8
25461,8
25462,7
25463,7
25464,8
25465,6
25466,8
25467,5
25468,8
25469,8
25470,8
25471,5
25472,8
25473,8
25474,8
25475,8
25476,5
25477,5
25478,6
25479,6
25480,5
25481,5
25482,8
25483,8
25484,5
25485,6
25486,6
25487,8
25488,5
25489,5
25490,5
25491,6
25492,5
25493,8
25494,6
25495,6
25496,8
25497,8
25498,8
25499,5
25500,8
25501,8
25502,6
25503,8
25504,6
25505,7
25506,8
25507,8
25508,8
25509,5
25510,8
25511,8
25512,6
25513,6
25514,5
25515,8
25516,6
25517,8
25518,8
25519,6
25520,8
25521,8
25522,8
25523,6
25524,6
25525,6
25526,8
25527,7
25528,5
25529,8
25530,5
25531,5
25532,8
25533,6
25534,6
25535,5
25536,5
25537,5
25538,6
25539,8
25540,8
25541,6
25542,8
25543,6
25544,5
25545,8
25546,6
25547,8
25548,6
25549,8
25550,8
25551,8
25552,8
25553,6
25554,8
25555,6
25556,8
25557,8
25558,5
25559,8
25560,1
25561,6
25562,8
25563,8
25564,6
25565,8
25566,1
25567,6
25568,6
25569,8
25570,8
25571,8
25572,7
25573,8
25574,5
25575,8
25576,8
25577,6
25578,8
25579,8
25580,8
25581,5
25582,8
25583,8
25584,8
25585,6
25586,5
25587,8
25588,6
25589,6
25590,5
25591,6
25592,1
25593,5
25594,5
